INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (69077540, 57258950, 499152, 'Completed', '2023-07-26 13:31:02.583763', '2023-07-26 14:21:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (61236925, 37998232, 621346, 'Completed', '2024-04-23 04:10:02.583763', '2024-04-23 05:00:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (48095437, 93574945, 265332, 'In Progress', '2023-12-12 02:22:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (93845303, 60704662, 384201, 'In Progress', '2024-02-01 12:35:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59868992, 83402473, 189250, 'In Progress', '2023-09-23 17:53:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (74838549, 38716847, 690628, 'In Progress', '2023-09-25 17:55:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (37516196, 75162069, 453010, 'Completed', '2024-05-03 09:37:02.583763', '2024-05-03 10:27:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (56967740, 48176025, 265332, 'Completed', '2024-04-29 00:21:02.583763', '2024-04-29 01:11:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (64175720, 35376538, 241053, 'In Progress', '2024-05-11 12:28:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (26852829, 70702633, 345926, 'Completed', '2023-08-15 20:09:02.583763', '2023-08-15 20:59:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (50750602, 80930348, 288742, 'Completed', '2024-02-21 18:57:02.583763', '2024-02-21 19:47:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (76807300, 96128846, 923706, 'Completed', '2023-06-29 18:03:02.583763', '2023-06-29 18:53:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (28606637, 26335498, 621346, 'In Progress', '2023-07-13 00:55:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (51495053, 83959052, 117521, 'In Progress', '2024-02-16 03:50:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (73305525, 63307858, 345926, 'Completed', '2024-04-12 07:02:02.583763', '2024-04-12 07:52:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (91519455, 31061576, 446961, 'In Progress', '2024-04-03 13:19:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62492597, 93190035, 923706, 'Completed', '2023-10-20 23:24:02.583763', '2023-10-21 00:14:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49033274, 33934973, 690628, 'Completed', '2024-03-31 07:11:02.583763', '2024-03-31 08:01:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (96334867, 56313599, 294006, 'In Progress', '2023-12-06 02:32:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18142129, 55849366, 189250, 'Completed', '2024-05-20 12:53:02.583763', '2024-05-20 13:43:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (60932431, 96924367, 288742, 'In Progress', '2023-11-20 03:34:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (36627431, 30006980, 177462, 'In Progress', '2024-01-20 17:14:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (34709523, 94264741, 290569, 'In Progress', '2023-10-06 11:34:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (69985010, 88154315, 758958, 'In Progress', '2024-04-08 11:18:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (87252148, 24788905, 384201, 'Completed', '2023-10-21 03:35:02.583763', '2023-10-21 04:25:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (87826719, 20285601, 499152, 'In Progress', '2024-03-01 20:31:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57966203, 64854832, 384201, 'In Progress', '2024-01-16 03:47:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97175581, 28157585, 294006, 'In Progress', '2023-10-16 12:37:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (87154760, 40017484, 522057, 'Completed', '2024-03-25 00:03:02.583763', '2024-03-25 00:53:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (47037647, 17159974, 189250, 'Completed', '2024-02-17 21:35:02.583763', '2024-02-17 22:25:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (85408325, 57174134, 222147, 'In Progress', '2024-03-24 21:06:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (90029592, 60550102, 267480, 'Completed', '2023-10-19 06:43:02.583763', '2023-10-19 07:33:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (89326135, 31330905, 453010, 'Completed', '2023-11-26 23:45:02.583763', '2023-11-27 00:35:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (34100431, 68690516, 267480, 'In Progress', '2023-08-06 08:50:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (96247327, 35444278, 117521, 'In Progress', '2024-04-14 14:21:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (56462500, 12527723, 620580, 'Completed', '2024-03-14 16:08:02.583763', '2024-03-14 16:58:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13655789, 26745531, 821001, 'Completed', '2023-12-09 11:47:02.583763', '2023-12-09 12:37:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (78673409, 93366122, 290569, 'In Progress', '2024-01-01 20:29:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43369938, 43137604, 483968, 'Completed', '2023-09-14 14:49:02.583763', '2023-09-14 15:39:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13526528, 40670630, 690628, 'Completed', '2024-06-02 11:24:02.583763', '2024-06-02 12:14:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (64533800, 93713018, 882859, 'In Progress', '2024-01-29 21:03:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (26544497, 59415366, 288380, 'In Progress', '2023-09-12 13:01:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (72679889, 66448944, 267480, 'In Progress', '2023-08-12 10:54:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (39982190, 40087515, 516812, 'Completed', '2023-12-31 06:46:02.583763', '2023-12-31 07:36:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (38079751, 45469057, 356309, 'In Progress', '2024-01-08 17:37:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62687473, 38143829, 384201, 'In Progress', '2024-01-04 20:33:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (19934880, 60870372, 882859, 'Completed', '2024-01-29 19:59:02.583763', '2024-01-29 20:49:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (68485721, 46844956, 923706, 'In Progress', '2023-11-22 11:48:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (36131101, 44119927, 384201, 'In Progress', '2024-05-05 08:25:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86992498, 73528972, 267480, 'In Progress', '2024-04-20 20:20:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (19251600, 46098772, 241053, 'In Progress', '2023-08-07 02:22:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (30769418, 20319577, 923706, 'Completed', '2024-06-14 11:34:02.583763', '2024-06-14 12:24:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (24167240, 56788110, 265332, 'In Progress', '2024-05-11 15:41:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (84145851, 58787624, 752639, 'In Progress', '2024-05-22 00:08:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (90204262, 56266775, 258059, 'Completed', '2024-04-30 05:09:02.583763', '2024-04-30 05:59:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (85316514, 19156297, 294006, 'Completed', '2024-02-25 09:49:02.583763', '2024-02-25 10:39:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15839130, 67063503, 177462, 'In Progress', '2023-12-05 07:26:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67502138, 73230038, 991555, 'Completed', '2024-05-21 04:10:02.583763', '2024-05-21 05:00:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43858783, 84835251, 621346, 'Completed', '2024-01-16 12:20:02.583763', '2024-01-16 13:10:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (53369194, 94919140, 550993, 'Completed', '2024-04-16 10:19:02.583763', '2024-04-16 11:09:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99253422, 22128529, 289761, 'Completed', '2024-05-17 14:49:02.583763', '2024-05-17 15:39:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (27441983, 29910148, 821001, 'In Progress', '2023-10-04 17:35:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (37077687, 96438404, 177462, 'Completed', '2024-02-10 09:21:02.583763', '2024-02-10 10:11:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (52629744, 97003404, 867704, 'In Progress', '2024-03-18 07:02:02.583763', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (69346698, 73403028, 385644, 'Completed', '2024-03-27 22:43:02.583763', '2024-03-27 23:33:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (23478502, 16928463, 267480, 'Completed', '2023-09-23 19:40:02.583763', '2023-09-23 20:30:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (85937301, 11740090, 752639, 'Completed', '2024-01-31 16:34:02.583763', '2024-01-31 17:24:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (19241375, 31987061, 219417, 'Completed', '2023-07-07 08:53:02.583763', '2023-07-07 09:43:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (68649085, 21946881, 290569, 'Completed', '2023-09-13 08:57:02.583763', '2023-09-13 09:47:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62633801, 53561891, 621346, 'Completed', '2023-08-29 05:40:02.583763', '2023-08-29 06:30:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67889062, 34345053, 219417, 'Completed', '2024-01-06 16:25:02.583763', '2024-01-06 17:15:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (90354641, 21764812, 290569, 'Completed', '2023-10-25 18:49:02.583763', '2023-10-25 19:39:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (84796430, 11543986, 908532, 'Completed', '2024-03-09 21:40:02.583763', '2024-03-09 22:30:02.583763');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43459272, 66065966, 345926, 'In Progress', '2024-04-28 23:01:02.583763', NULL);
