INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (67842979, 690628, '772186', '2023-08-05 00:10:02.579212', 'Cancelled', 469.75, {'494': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (34024730, 356309, '543884', '2024-06-16 11:08:02.579212', 'Cancelled', 622.9, {'131': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (13239760, 689280, '450666', '2023-10-18 19:13:02.579212', 'Cancelled', 28.62, {'129': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (46224298, 960307, '365697', '2023-12-22 17:09:02.579212', 'Completed', 595.2800000000001, {'421': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (95622102, 968775, '281595', '2023-10-03 23:42:02.579212', 'Completed', 103.62, {'451': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (39786379, 698676, '465096', '2023-11-13 02:52:02.579212', 'Cancelled', 36.42, {'351': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (65059501, 466101, '450666', '2024-01-12 01:39:02.579212', 'Cancelled', 189.3, {'591': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (18337148, 316978, '465096', '2024-01-25 07:52:02.579212', 'In Progress', 109.26, {'351': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (29138458, 865630, '916251', '2024-01-16 03:45:02.579212', 'Cancelled', 376.64, {'753': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (16852509, 766790, '916251', '2024-04-27 11:16:02.579212', 'Cancelled', 57.08, {'627': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (66807270, 839059, '916251', '2024-05-07 07:31:02.579212', 'In Progress', 579.76, {'270': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (11985552, 407695, '625762', '2024-01-16 10:49:02.579212', 'Cancelled', 428.22, {'333': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (91290695, 211146, '450666', '2023-11-30 06:03:02.579212', 'Pending', 197.28000000000003, {'634': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (64547490, 111845, '872427', '2023-11-10 01:36:02.579212', 'In Progress', 188.18, {'744': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32776058, 465408, '625762', '2023-07-29 15:58:02.579212', 'In Progress', 811.2, {'286': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (92456361, 107174, '365697', '2023-12-01 00:55:02.579212', 'Pending', 595.2800000000001, {'421': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (48080015, 347027, '465096', '2023-07-01 00:53:02.579212', 'Pending', 274.08, {'608': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (48314513, 586713, '543884', '2024-03-09 07:46:02.579212', 'In Progress', 754.3000000000001, {'541': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (37998232, 800958, '872427', '2023-10-06 15:45:02.579212', 'In Progress', 851.7, {'282': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (21298251, 935266, '872427', '2024-03-02 18:03:02.579212', 'Cancelled', 197.04, {'387': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (93574945, 499152, '872427', '2024-02-13 05:10:02.579212', 'Completed', 15.76, {'212': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99371302, 368137, '365697', '2023-08-22 23:06:02.579212', 'Pending', 848.3, {'297': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (10575604, 361325, '281595', '2023-08-01 06:32:02.579212', 'Cancelled', 343.64, {'732': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (60704662, 258059, '916251', '2023-08-10 23:27:02.579212', 'In Progress', 591.42, {'505': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (51539038, 569029, '772186', '2024-03-09 05:30:02.579212', 'Cancelled', 985.3, {'372': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (83402473, 829124, '543884', '2023-07-19 06:48:02.579212', 'Completed', 138.96, {'833': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (55675992, 516812, '543884', '2024-05-19 16:09:02.579212', 'Cancelled', 124.08, {'388': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26013099, 621346, '543884', '2024-05-07 06:26:02.579212', 'Pending', 226.45, {'411': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (38716847, 591329, '772186', '2024-04-09 12:35:02.579212', 'Completed', 207.20999999999998, {'688': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53425731, 871731, '610876', '2023-10-02 22:48:02.579212', 'Pending', 393.68, {'239': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (46030281, 209625, '365697', '2023-10-24 05:42:02.579212', 'Cancelled', 57.92999999999999, {'346': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (75162069, 620580, '916251', '2024-02-01 05:40:02.579212', 'In Progress', 197.14, {'505': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (79117827, 628466, '281595', '2023-09-21 17:37:02.579212', 'Cancelled', 58.96, {'218': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (54531418, 821001, '772186', '2023-08-04 02:00:02.579212', 'Pending', 751.6, {'494': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (48176025, 850800, '543884', '2023-07-09 13:28:02.579212', 'Completed', 373.74, {'131': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (90731173, 522057, '772186', '2023-06-21 23:48:02.579212', 'Cancelled', 462.95000000000005, {'651': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57070563, 331112, '916251', '2024-05-28 08:32:02.579212', 'Pending', 330.93, {'744': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (94528454, 652519, '872427', '2023-07-14 05:06:02.579212', 'Pending', 852.6999999999999, {'617': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (35376538, 718298, '916251', '2023-12-22 10:28:02.579212', 'Completed', 19.73, {'375': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (55228617, 220641, '872427', '2023-09-14 08:47:02.579212', 'Pending', 120.04, {'147': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40555421, 289761, '610876', '2024-05-16 11:37:02.579212', 'Cancelled', 281.2, {'239': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (21180888, 639871, '625762', '2024-02-07 12:31:02.579212', 'Cancelled', 296.87, {'526': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26107916, 937814, '610876', '2024-03-24 14:16:02.579212', 'Cancelled', 333.04, {'934': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (70702633, 385644, '872427', '2024-01-09 00:02:02.579212', 'Completed', 407.36, {'981': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (43920143, 850794, '450666', '2024-05-07 23:42:02.579212', 'Pending', 140.76, {'765': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (80930348, 808053, '281595', '2024-05-08 13:51:02.579212', 'In Progress', 687.4699999999999, {'960': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (96128846, 188041, '281595', '2024-03-28 16:09:02.579212', 'Completed', 344.25, {'670': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (37955881, 340458, '543884', '2023-11-19 20:53:02.579212', 'Cancelled', 347.40000000000003, {'833': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26335498, 307037, '610876', '2024-03-05 20:54:02.579212', 'Completed', 146.32, {'712': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (91269765, 513167, '543884', '2024-01-11 10:22:02.579212', 'Pending', 185.71, {'871': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (83959052, 315018, '872427', '2023-10-01 20:31:02.579212', 'In Progress', 229.32, {'851': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (45640371, 991555, '610876', '2023-12-13 00:57:02.579212', 'Pending', 75.42, {'419': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (80475525, 891804, '450666', '2024-05-02 10:18:02.579212', 'Cancelled', 858.3, {'594': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (76289072, 649835, '543884', '2024-06-02 15:49:02.579212', 'Pending', 678.8700000000001, {'541': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32268671, 978783, '281595', '2023-10-20 21:41:02.579212', 'Cancelled', 104.5, {'328': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (63307858, 854992, '916251', '2024-04-27 16:34:02.579212', 'Completed', 724.7, {'270': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (82789219, 288380, '543884', '2024-01-06 18:34:02.579212', 'Cancelled', 383.15999999999997, {'758': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (85719124, 882934, '610876', '2023-11-09 08:02:02.579212', 'Pending', 21.92, {'169': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (31061576, 425499, '872427', '2024-05-22 14:49:02.579212', 'Completed', 874.5999999999999, {'716': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (59776898, 559866, '365697', '2024-03-31 07:13:02.579212', 'Cancelled', 286.55, {'316': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (93190035, 480519, '450666', '2023-10-11 01:58:02.579212', 'In Progress', 281.44, {'559': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (33934973, 735513, '872427', '2024-01-17 17:07:02.579212', 'In Progress', 473.0, {'665': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (66538939, 941040, '543884', '2023-09-23 15:24:02.579212', 'Cancelled', 303.28, {'120': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57077141, 189665, '625762', '2023-07-08 05:47:02.579212', 'Pending', 82.81, {'975': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56313599, 387823, '610876', '2023-12-18 16:35:02.579212', 'In Progress', 227.2, {'139': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (48539454, 474367, '450666', '2024-03-10 02:09:02.579212', 'Cancelled', 636.4, {'157': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (55849366, 458716, '625762', '2023-09-12 00:58:02.579212', 'In Progress', 89.92, {'684': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (96924367, 195663, '916251', '2023-09-22 00:44:02.579212', 'Completed', 215.44, {'706': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (93249573, 924984, '916251', '2023-09-30 11:16:02.579212', 'Cancelled', 134.65, {'706': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (30006980, 132425, '872427', '2023-07-10 03:52:02.579212', 'In Progress', 697.8299999999999, {'695': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (94264741, 752639, '625762', '2023-07-13 19:03:02.579212', 'In Progress', 35.49, {'975': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (88154315, 238080, '610876', '2024-05-12 16:03:02.579212', 'Completed', 455.2, {'116': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (22982471, 489422, '465096', '2024-01-31 21:02:02.579212', 'Cancelled', 180.63, {'676': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (93283097, 384201, '625762', '2023-10-12 22:11:02.579212', 'Cancelled', 162.24, {'286': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (24788905, 518051, '772186', '2023-12-26 12:09:02.579212', 'In Progress', 483.48999999999995, {'688': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (70227648, 257857, '610876', '2024-02-05 18:58:02.579212', 'Cancelled', 109.86, {'417': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (78435300, 578933, '450666', '2024-01-16 23:02:02.579212', 'Cancelled', 134.3, {'477': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (22187928, 449610, '872427', '2024-01-03 19:29:02.579212', 'Cancelled', 602.73, {'134': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (28181579, 749309, '916251', '2024-02-04 04:42:02.579212', 'Pending', 941.5999999999999, {'753': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (68752893, 560658, '872427', '2024-02-20 05:00:02.579212', 'Pending', 315.45, {'450': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (20285601, 241053, '872427', '2023-06-24 19:05:02.579212', 'Completed', 299.03999999999996, {'850': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99708736, 886346, '450666', '2024-04-03 16:08:02.579212', 'Pending', 556.85, {'157': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57225567, 374267, '365697', '2024-04-24 23:44:02.579212', 'Cancelled', 263.64, {'214': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (23517847, 913705, '872427', '2024-01-17 08:54:02.579212', 'Pending', 996.9, {'695': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (61470921, 157082, '450666', '2023-09-20 17:58:02.579212', 'Cancelled', 140.76, {'765': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (83198458, 763156, '365697', '2024-05-11 23:15:02.579212', 'Cancelled', 370.64, {'716': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (36300588, 355869, '543884', '2023-11-28 15:40:02.579212', 'Cancelled', 186.12, {'388': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (64854832, 713263, '610876', '2023-11-24 07:19:02.579212', 'Completed', 129.86, {'432': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (98329467, 801898, '610876', '2024-03-19 05:39:02.579212', 'Pending', 274.65, {'417': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (28157585, 148603, '772186', '2023-07-01 04:57:02.579212', 'In Progress', 369.25, {'371': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (55504518, 877403, '465096', '2023-11-09 04:36:02.579212', 'Cancelled', 565.11, {'323': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40017484, 554952, '772186', '2023-07-17 00:10:02.579212', 'Completed', 375.8, {'494': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (31050876, 805180, '772186', '2023-07-03 01:35:02.579212', 'Pending', 247.20000000000002, {'950': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (17159974, 219417, '916251', '2023-11-26 11:20:02.579212', 'In Progress', 148.8, {'147': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57174134, 667990, '281595', '2024-03-30 15:37:02.579212', 'Completed', 261.25, {'328': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (60550102, 797827, '543884', '2023-08-01 19:22:02.579212', 'Completed', 173.17999999999998, {'336': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (31330905, 836269, '916251', '2024-04-16 10:41:02.579212', 'In Progress', 118.38, {'375': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (68690516, 895785, '543884', '2023-12-29 07:12:02.579212', 'In Progress', 60.08, {'851': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (75926512, 326975, '625762', '2024-05-12 02:17:02.579212', 'Pending', 135.54, {'424': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (35444278, 701132, '281595', '2024-04-12 04:32:02.579212', 'In Progress', 486.42999999999995, {'234': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (25639771, 922304, '543884', '2024-04-12 12:40:02.579212', 'Cancelled', 43.21, {'137': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (12527723, 331334, '365697', '2024-02-21 20:48:02.579212', 'Completed', 286.55, {'316': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (29838207, 929453, '625762', '2024-05-10 00:24:02.579212', 'Cancelled', 122.02, {'138': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (87253384, 290569, '625762', '2023-07-31 03:51:02.579212', 'Cancelled', 169.64, {'526': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (64579250, 643549, '281595', '2024-03-16 09:43:02.579212', 'Cancelled', 102.47999999999999, {'317': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26745531, 164697, '625762', '2023-08-10 20:33:02.579212', 'In Progress', 191.92, {'706': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56971724, 457199, '543884', '2023-08-21 02:45:02.579212', 'Pending', 375.08, {'178': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (77072724, 288742, '625762', '2023-06-27 12:12:02.579212', 'Cancelled', 221.76, {'687': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (25999261, 278409, '872427', '2024-02-01 15:36:02.579212', 'Pending', 403.54999999999995, {'220': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (93705812, 483968, '625762', '2023-11-10 10:36:02.579212', 'Cancelled', 549.09, {'138': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57497373, 171300, '543884', '2023-09-15 03:42:02.579212', 'Pending', 386.96, {'493': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (93366122, 397612, '465096', '2023-07-13 20:47:02.579212', 'Completed', 36.42, {'351': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (43137604, 117838, '543884', '2023-07-26 08:33:02.579212', 'In Progress', 540.72, {'851': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40670630, 536279, '872427', '2023-07-12 11:18:02.579212', 'Completed', 84.81, {'164': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (31706288, 171080, '281595', '2024-04-19 21:58:02.579212', 'Pending', 491.13, {'180': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (93713018, 598085, '465096', '2023-08-04 09:34:02.579212', 'Completed', 342.59999999999997, {'608': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (59415366, 521232, '872427', '2024-02-15 03:55:02.579212', 'Completed', 84.38, {'469': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (66448944, 273554, '365697', '2023-10-14 13:25:02.579212', 'In Progress', 508.98, {'297': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40087515, 616227, '872427', '2023-10-14 12:59:02.579212', 'Completed', 47.3, {'665': 1});
