INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59475905, 70352926, 557849, 'Completed', '2023-09-19 14:44:34.951498', '2023-09-19 15:34:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57560175, 64912016, 307224, 'Completed', '2023-08-25 13:09:34.951498', '2023-08-25 13:59:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (85804245, 18575593, 754447, 'Cancelled', '2023-10-24 00:58:34.951498', '2023-10-24 01:08:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (32240378, 97353674, 973965, 'In Progress', '2023-11-16 13:41:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (28611662, 76222172, 602461, 'Completed', '2024-02-14 22:57:34.951498', '2024-02-14 23:47:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99683329, 74362937, 174581, 'Pending', '2024-05-05 16:55:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (10838467, 72053752, 759850, 'Completed', '2024-03-10 06:51:34.951498', '2024-03-10 07:41:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (48590548, 80464953, 777768, 'Completed', '2023-07-17 12:49:34.951498', '2023-07-17 13:39:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21025164, 26963834, 103638, 'Completed', '2023-09-11 05:15:34.951498', '2023-09-11 06:05:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (51570507, 53050116, 245622, 'In Progress', '2024-03-05 01:32:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (23247164, 63267930, 978846, 'Cancelled', '2023-10-30 12:52:34.951498', '2023-10-30 13:02:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (47565498, 31770872, 995329, 'Pending', '2024-05-03 02:35:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43229897, 17198419, 995329, 'In Progress', '2024-03-17 21:20:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (45406710, 88229061, 182064, 'Completed', '2023-09-10 15:52:34.951498', '2023-09-10 16:42:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (41607230, 98960809, 182064, 'Completed', '2023-07-22 14:24:34.951498', '2023-07-22 15:14:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (75653333, 57084338, 685930, 'Completed', '2023-11-02 19:03:34.951498', '2023-11-02 19:53:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67306852, 77690228, 356136, 'Completed', '2023-11-27 05:27:34.951498', '2023-11-27 06:17:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65515818, 91266657, 795611, 'Pending', '2024-05-08 18:51:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (29890819, 20706812, 759850, 'Completed', '2024-05-04 06:34:34.951498', '2024-05-04 07:24:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59202251, 22222198, 795611, 'Pending', '2023-07-02 14:44:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (88360488, 79010398, 777768, 'In Progress', '2023-08-28 02:11:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86257999, 92367096, 133689, 'In Progress', '2024-04-22 14:01:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40434608, 58964566, 161174, 'In Progress', '2024-04-03 02:17:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (12966412, 89964851, 962397, 'In Progress', '2024-06-19 04:18:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (51654761, 74322847, 754447, 'Pending', '2024-03-02 20:02:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (25938745, 50333748, 602461, 'Pending', '2023-09-03 08:48:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82128408, 33592411, 300606, 'In Progress', '2023-12-20 18:16:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57634628, 72984421, 579127, 'Pending', '2024-05-08 09:11:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (17277508, 57541706, 174581, 'Cancelled', '2024-01-08 06:28:34.951498', '2024-01-08 06:38:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83718166, 39876103, 499720, 'In Progress', '2024-03-04 04:22:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21929130, 51020624, 499720, 'Completed', '2024-02-01 21:29:34.951498', '2024-02-01 22:19:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (45517455, 95724771, 347793, 'Pending', '2023-06-28 01:45:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (12067959, 28476901, 754447, 'Completed', '2023-10-27 12:48:34.951498', '2023-10-27 13:38:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (25484913, 17765386, 174581, 'Cancelled', '2024-03-19 16:24:34.951498', '2024-03-19 16:34:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43514805, 45049997, 805310, 'In Progress', '2023-12-08 02:34:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82516600, 42740595, 962397, 'Completed', '2023-07-13 22:02:34.951498', '2023-07-13 22:52:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (93091262, 45560520, 538141, 'Completed', '2023-07-21 10:38:34.951498', '2023-07-21 11:28:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (88828246, 15478096, 579127, 'Cancelled', '2024-05-07 13:30:34.951498', '2024-05-07 13:40:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (74576818, 30072903, 538141, 'Pending', '2024-05-08 01:33:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (92813505, 36887261, 973965, 'Cancelled', '2024-04-03 08:49:34.951498', '2024-04-03 08:59:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (64031195, 47875288, 615126, 'In Progress', '2024-06-16 22:26:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (51040718, 17456724, 502854, 'Cancelled', '2024-04-22 17:33:34.951498', '2024-04-22 17:43:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13993074, 77731476, 437109, 'In Progress', '2023-07-03 08:18:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31977042, 47655494, 356136, 'Pending', '2023-10-31 22:04:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67912244, 59866600, 538141, 'Pending', '2023-09-30 05:49:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (95534277, 16777165, 499720, 'Completed', '2023-12-30 20:15:34.951498', '2023-12-30 21:05:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (48006760, 34577082, 307224, 'In Progress', '2023-09-01 15:54:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (22459414, 76148789, 437109, 'Cancelled', '2023-10-24 07:03:34.951498', '2023-10-24 07:13:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (16194858, 18287281, 538141, 'Pending', '2024-05-29 08:34:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94004471, 92180132, 298232, 'Completed', '2023-09-23 08:58:34.951498', '2023-09-23 09:48:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (41938454, 57921280, 356136, 'Cancelled', '2024-02-27 07:33:34.951498', '2024-02-27 07:43:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (23400740, 51265241, 709925, 'Pending', '2023-11-15 00:57:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (60385592, 23998848, 579127, 'Completed', '2023-07-25 20:10:34.951498', '2023-07-25 21:00:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (61026419, 79769726, 502854, 'In Progress', '2024-03-07 12:42:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (66737696, 30047805, 795611, 'In Progress', '2023-09-25 12:34:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (91090558, 72660004, 615126, 'Cancelled', '2023-07-13 08:13:34.951498', '2023-07-13 08:23:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (37544219, 90010060, 882666, 'Cancelled', '2024-05-14 02:25:34.951498', '2024-05-14 02:35:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (63984627, 54318746, 812358, 'Cancelled', '2024-05-19 03:13:34.951498', '2024-05-19 03:23:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (74812381, 81976171, 557849, 'Completed', '2024-03-21 00:44:34.951498', '2024-03-21 01:34:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (68323734, 38552443, 356136, 'Completed', '2024-03-30 05:50:34.951498', '2024-03-30 06:40:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21172942, 49887581, 437109, 'Completed', '2023-07-05 15:38:34.951498', '2023-07-05 16:28:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (32623082, 61248005, 103638, 'Cancelled', '2024-03-12 06:21:34.951498', '2024-03-12 06:31:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (96365715, 95694912, 538141, 'In Progress', '2023-07-19 09:57:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (81585907, 97054972, 995329, 'Completed', '2023-08-23 06:19:34.951498', '2023-08-23 07:09:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (42903980, 28342120, 754447, 'Completed', '2023-12-20 13:58:34.951498', '2023-12-20 14:48:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (35311780, 15355368, 973965, 'Pending', '2023-11-07 18:19:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (90610524, 31919567, 685930, 'Cancelled', '2024-01-26 22:41:34.951498', '2024-01-26 22:51:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94706734, 13282267, 974709, 'Completed', '2024-04-10 12:08:34.951498', '2024-04-10 12:58:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86491358, 18779995, 973965, 'Pending', '2024-03-29 20:39:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83515646, 82934826, 138528, 'Pending', '2024-03-10 08:01:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (76812482, 70426517, 805310, 'Pending', '2024-02-28 02:21:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (34392755, 92724999, 777768, 'In Progress', '2023-12-31 13:09:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43398040, 98633463, 502854, 'Completed', '2023-07-22 20:03:34.951498', '2023-07-22 20:53:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (42393544, 57964009, 759850, 'Pending', '2024-02-27 15:03:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (36840097, 17747106, 245622, 'Completed', '2024-05-18 23:36:34.951498', '2024-05-19 00:26:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94056246, 15318893, 509089, 'In Progress', '2023-10-07 09:10:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (89795150, 55904870, 182064, 'Cancelled', '2024-01-09 19:06:34.951498', '2024-01-09 19:16:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (33684916, 83143225, 962397, 'Completed', '2024-02-10 15:30:34.951498', '2024-02-10 16:20:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40134392, 46220682, 300606, 'Pending', '2023-08-30 16:27:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (10557439, 35799897, 670719, 'In Progress', '2023-11-24 16:31:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18426276, 80269740, 978846, 'Pending', '2023-11-13 05:53:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (90763622, 77204455, 962397, 'Cancelled', '2023-10-16 18:57:34.951498', '2023-10-16 19:07:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (60789686, 18779995, 602461, 'Cancelled', '2023-08-21 00:45:34.951498', '2023-08-21 00:55:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (77419426, 39593822, 298232, 'Pending', '2023-12-19 18:51:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (56281769, 69875975, 491707, 'In Progress', '2023-12-20 19:18:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (75714628, 75517759, 882666, 'Cancelled', '2023-07-09 11:23:34.951498', '2023-07-09 11:33:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (16222201, 70046294, 463214, 'Cancelled', '2023-12-20 06:44:34.951498', '2023-12-20 06:54:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13228682, 85186859, 491707, 'Cancelled', '2023-12-16 21:17:34.951498', '2023-12-16 21:27:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (79401950, 50621073, 138528, 'In Progress', '2024-05-28 23:35:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (70603907, 31192745, 138528, 'In Progress', '2023-07-29 07:22:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (39356834, 36199443, 491707, 'Completed', '2023-08-10 22:54:34.951498', '2023-08-10 23:44:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21527038, 67622248, 812358, 'Completed', '2024-03-04 14:58:34.951498', '2024-03-04 15:48:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97115013, 43576754, 307224, 'Cancelled', '2023-06-25 21:38:34.951498', '2023-06-25 21:48:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31261885, 43098178, 759850, 'Completed', '2023-07-14 09:07:34.951498', '2023-07-14 09:57:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62590595, 37553438, 300606, 'Completed', '2024-02-19 13:37:34.951498', '2024-02-19 14:27:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (45655884, 71772054, 589694, 'In Progress', '2024-05-30 04:53:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65034956, 68940610, 356136, 'In Progress', '2024-05-07 20:46:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (22656903, 58003148, 759850, 'In Progress', '2023-11-26 01:46:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (50690984, 30015364, 463214, 'Cancelled', '2023-12-07 05:48:34.951498', '2023-12-07 05:58:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18167829, 22456115, 709925, 'In Progress', '2023-11-22 14:01:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (22705283, 78491549, 685930, 'Completed', '2024-02-10 03:52:34.951498', '2024-02-10 04:42:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67129475, 71910551, 670719, 'Pending', '2023-07-22 14:52:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (81861865, 66420705, 174581, 'Completed', '2024-06-14 01:11:34.951498', '2024-06-14 02:01:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (71180891, 30277766, 499720, 'Pending', '2024-03-17 19:17:34.951498', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (26921885, 75642369, 103638, 'Completed', '2023-12-26 00:30:34.951498', '2023-12-26 01:20:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (28147685, 27695557, 754447, 'Cancelled', '2023-10-31 17:40:34.951498', '2023-10-31 17:50:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (33719906, 87392422, 777768, 'Cancelled', '2023-08-22 22:42:34.951498', '2023-08-22 22:52:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (53439625, 67742081, 557849, 'Cancelled', '2023-12-24 19:30:34.951498', '2023-12-24 19:40:34.951498');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (33536541, 73448485, 685930, 'Completed', '2024-06-05 03:43:34.951498', '2024-06-05 04:33:34.951498');
