INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49589588, 49532737, 502772, 'Completed', '2024-02-14 22:27:09.831411', '2024-02-14 23:17:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31730453, 45022418, 636702, 'Completed', '2023-11-06 16:29:09.831411', '2023-11-06 17:19:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (54343769, 58028387, 623944, 'In Progress', '2023-08-31 04:58:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21496975, 69287088, 764307, 'In Progress', '2023-10-17 03:37:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65496585, 16241555, 764307, 'In Progress', '2024-01-30 13:29:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67140698, 58167757, 305592, 'Completed', '2024-01-06 13:01:09.831411', '2024-01-06 13:51:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (38107734, 21232712, 976517, 'In Progress', '2023-12-23 14:04:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57449560, 72704028, 595328, 'Completed', '2024-05-01 02:04:09.831411', '2024-05-01 02:54:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (60991775, 41118808, 305592, 'In Progress', '2023-08-02 16:42:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15561655, 31581046, 505322, 'In Progress', '2023-12-05 10:31:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (90164259, 91185281, 595328, 'In Progress', '2024-04-10 04:23:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (11614528, 50496544, 623944, 'Completed', '2023-11-17 10:40:09.831411', '2023-11-17 11:30:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49437448, 15131192, 957007, 'In Progress', '2024-01-30 14:28:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67850626, 89268387, 657331, 'In Progress', '2023-08-31 08:44:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86911092, 79839751, 732125, 'In Progress', '2023-08-23 01:58:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49858931, 85786356, 326261, 'Completed', '2023-12-23 05:14:09.831411', '2023-12-23 06:04:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97171747, 78815819, 885451, 'Completed', '2023-07-26 04:28:09.831411', '2023-07-26 05:18:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (12123346, 95553259, 879675, 'Completed', '2024-02-25 02:53:09.831411', '2024-02-25 03:43:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (87277115, 44102998, 885451, 'In Progress', '2024-05-06 23:54:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65731378, 30236829, 268962, 'Completed', '2024-02-06 08:03:09.831411', '2024-02-06 08:53:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (11932064, 29792303, 732125, 'Completed', '2023-09-27 17:34:09.831411', '2023-09-27 18:24:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (30837419, 19283062, 786626, 'Completed', '2023-09-13 07:21:09.831411', '2023-09-13 08:11:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (41614952, 52188459, 454100, 'In Progress', '2023-07-13 23:24:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (85659062, 97284735, 559617, 'Completed', '2024-02-17 13:08:09.831411', '2024-02-17 13:58:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (54291631, 45118316, 573280, 'In Progress', '2024-01-06 16:49:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (44638637, 48557680, 879675, 'Completed', '2024-02-17 14:31:09.831411', '2024-02-17 15:21:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (22200141, 14821975, 688316, 'In Progress', '2023-11-21 13:59:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (42129111, 17904567, 885451, 'Completed', '2023-08-14 21:51:09.831411', '2023-08-14 22:41:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (24527857, 84275049, 211622, 'Completed', '2023-11-01 00:39:09.831411', '2023-11-01 01:29:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (48648313, 39902913, 438121, 'In Progress', '2024-05-03 05:59:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (95694391, 96422323, 436875, 'Completed', '2023-08-12 22:52:09.831411', '2023-08-12 23:42:09.831411');
