Segmento	CNPJ	Nome	ingestion_date	schema_version	validation_status
S3	92894922	ORIGINAL	2024-08-08 20:53:42.245131	1.0	Valid
S3	59285411	PAN	2024-08-08 20:53:42.245131	1.0	Valid
S3	62144175	PINE	2024-08-08 20:53:42.245131	1.0	Valid
S3	1181521	SICREDI	2024-08-08 20:53:42.245131	1.0	Valid
S3	61533584	SOCIETE GENERALE	2024-08-08 20:53:42.245131	1.0	Valid
S3	59109165	VOLKSWAGEN	2024-08-08 20:53:42.245131	1.0	Valid
S4	33824012	ADVALOR DTVM LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	92856905	ADVANCED CC LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	10663610	AF DESENVOLVE SP S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	82937293	AF DO ESTADO DE SC S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	13178690	AF ESTADO DE PERNAMBUCO S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	3584906	AF PARANï¿½	2024-08-08 20:53:42.245131	1.0	Valid
S4	10769660	AFAL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	3183937	AFEAM	2024-08-08 20:53:42.245131	1.0	Valid
S4	2929977	AG. FOMENTO AMAPA S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	3058464	AG. FOMENTO ESTADO DE RORAIMA	2024-08-08 20:53:42.245131	1.0	Valid
S4	5474540	AG. FOMENTO ESTADO DO TOCANTINS	2024-08-08 20:53:42.245131	1.0	Valid
S4	3848103	AGENCIA DE FOMENTO DO RN S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	6284531	AGï¿½NCIA DE FOMENTO MATO GROSSO	2024-08-08 20:53:42.245131	1.0	Valid
S4	5940203	AGENCIA FOMENTO EST RJ S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	3918382	AGENCIA FOMENTO GOIAS	2024-08-08 20:53:42.245131	1.0	Valid
S4	10664513	AGIPLAN FINANCEIRA S.A. - CFI	2024-08-08 20:53:42.245131	1.0	Valid
S4	250699	AGK CC S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	36321990	AGORACRED S/A SCFI	2024-08-08 20:53:42.245131	1.0	Valid
S4	2678955	AKRO DTVM S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	5452073	ALBATROSS CCV S.A	2024-08-08 20:53:42.245131	1.0	Valid
S4	3882245	ALPES CCTVM LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	17312661	AMARIL FRANKLIN CTV LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	16927221	AMAZï¿½NIA CC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	48795256	ANDBANK	2024-08-08 20:53:42.245131	1.0	Valid
S4	12719654	APEAL CREDITO IMOBILIARIO S/A	2024-08-08 20:53:42.245131	1.0	Valid
S4	4684647	ARC CORRETORA CAMBIO S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	14425205	ï¿½TICO DTVM LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	33775974	ATIVA S.A. INVESTIMENTOS CCTVM	2024-08-08 20:53:42.245131	1.0	Valid
S4	5956581	ATRIA S.A. - CFI	2024-08-08 20:53:42.245131	1.0	Valid
S4	3443143	AVIPAM CC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	23862762	AVISTA S.A. CFI	2024-08-08 20:53:42.245131	1.0	Valid
S4	25280945	AVS CC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	73622748	B & T ASSOCIADOS CC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	2885855	BADESUL DESENVOLVIMENTO AF/RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	61688131	BALUARTE SA CC	2024-08-08 20:53:42.245131	1.0	Valid
S4	997185	BANCO BM&FBOVESPA	2024-08-08 20:53:42.245131	1.0	Valid
S4	62237425	BANCO FIDIS	2024-08-08 20:53:42.245131	1.0	Valid
S4	34270520	BANCO IBM S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	23903068	BANCO KOMATSU DO BRASIL	2024-08-08 20:53:42.245131	1.0	Valid
S4	7441209	BANCO MONEO S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	40429946	BANCO PORTO REAL DE INVEST.S.A	2024-08-08 20:53:42.245131	1.0	Valid
S4	517645	BANCO RIBEIRï¿½O PRETO	2024-08-08 20:53:42.245131	1.0	Valid
S4	795423	BANCO SEMEAR	2024-08-08 20:53:42.245131	1.0	Valid
S4	7679404	BANCO TOPï¿½ZIO S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	9526594	BANCO VIPAL	2024-08-08 20:53:42.245131	1.0	Valid
S4	33884941	BANIF	2024-08-08 20:53:42.245131	1.0	Valid
S4	61146577	BARCLAYS	2024-08-08 20:53:42.245131	1.0	Valid
S4	556603	BARIGUI	2024-08-08 20:53:42.245131	1.0	Valid
S4	15114366	BBM	2024-08-08 20:53:42.245131	1.0	Valid
S4	45283173	BBVA BRASIL BI S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	92874270	BANCO A.J. RENNER S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	3532415	BANCO ABN AMRO S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	54403563	BANCO ARBI S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	15173776	BANCO CAPITAL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	3609817	BANCO CARGILL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	2658435	BANCO CATERPILLAR S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	33132044	BANCO CEDULA S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	10690848	BANCO DA CHINA BRASIL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	5040481	BANCO DE LAGE LANDEN BRASIL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	28145829	BANCO DES. DO ES S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	13009717	BANCO DO EST. DE SE S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	4913711	BANCO DO EST. DO PA S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	61348538	BANCO FICSA S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	90731688	BANCO FORD S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	31880826	BANCO GUANABARA S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	33588252	BANCO INDUSCRED DE INVESTIM. S/A	2024-08-08 20:53:42.245131	1.0	Valid
S4	7656500	BANCO KDB BRASIL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	2318507	BANCO KEB DO BRASIL SA	2024-08-08 20:53:42.245131	1.0	Valid
S4	33042151	BANCO LA NACION ARGENTINA	2024-08-08 20:53:42.245131	1.0	Valid
S4	44189447	BANCO LA PROVINCIA B AIRES BCE	2024-08-08 20:53:42.245131	1.0	Valid
S4	59118133	BANCO LUSO BRASILEIRO S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	80271455	BANCO MAXINVEST S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	30723886	BANCO MODAL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	253448	BANCO POTTENCIAL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	51938876	BANCO REP ORIENTAL URUGUAY BCE	2024-08-08 20:53:42.245131	1.0	Valid
S4	4866275	BANCO STANDARD INV S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	3215790	BANCO TOYOTA DO BRASIL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	17351180	BANCO TRIANGULO S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	57839805	BANCO TRICURY S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	15357060	BANCO WOORI BANK DO BRASIL S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	20443996	BECKER FINANCEIRA SA - CFI	2024-08-08 20:53:42.245131	1.0	Valid
S4	13059145	BEXS	2024-08-08 20:53:42.245131	1.0	Valid
S4	33862244	BGC LIQUIDEZ DTVM LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	11285104	BIORC FINANCEIRA - CFI S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	4452473	BMW	2024-08-08 20:53:42.245131	1.0	Valid
S4	42272526	BNY MELLON	2024-08-08 20:53:42.245131	1.0	Valid
S4	6373777	BOA VIAGEM SCC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	71027866	BONSUCESSO	2024-08-08 20:53:42.245131	1.0	Valid
S4	61033106	BPN BRASIL BM S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	13220493	BR PARTNERS	2024-08-08 20:53:42.245131	1.0	Valid
S4	45246410	BRASIL PLURAL	2024-08-08 20:53:42.245131	1.0	Valid
S4	44077014	BR-CAPITAL DTVM S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	12865507	BRICKELL S.A. CFI	2024-08-08 20:53:42.245131	1.0	Valid
S4	13486793	BRL TRUST DTVM SA	2024-08-08 20:53:42.245131	1.0	Valid
S4	16944141	BROKER BRASIL CC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	33923111	BROOKFIELD	2024-08-08 20:53:42.245131	1.0	Valid
S4	17904906	BRX CC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	10694628	C H B - CIA HIPOT. BRASILEIRA	2024-08-08 20:53:42.245131	1.0	Valid
S4	33466988	CAIXA GERAL	2024-08-08 20:53:42.245131	1.0	Valid
S4	14652687	CAMBIALL CASH CC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	14190547	CAMBIONET CC LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	62237649	CAROL DTVM LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	9313766	CARUANA SCFI	2024-08-08 20:53:42.245131	1.0	Valid
S4	15761217	CC Aï¿½ORIANA LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	4243780	CENTRAL DAS COOPERATIVAS DE CRï¿½DITO DO BRASIL CENTRAL, AMAZONAS OCIDENTAL E MUNICï¿½PIO DE UBï¿½	2024-08-08 20:53:42.245131	1.0	Valid
S4	62931522	CENTRAL DAS COOPERATIVAS DE CRï¿½DITO DO ESTADO DE Sï¿½O PAULO - SICOOB CENTRAL CECRESP	2024-08-08 20:53:42.245131	1.0	Valid
S4	106180	CENTRAL DAS COOPERATIVAS DE CRï¿½DITO DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL	2024-08-08 20:53:42.245131	1.0	Valid
S4	3618104	CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL	2024-08-08 20:53:42.245131	1.0	Valid
S4	5036532	CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB	2024-08-08 20:53:42.245131	1.0	Valid
S4	309024	CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE	2024-08-08 20:53:42.245131	1.0	Valid
S4	692214	CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRï¿½DITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL	2024-08-08 20:53:42.245131	1.0	Valid
S4	1634601	CENTRAL DE COOPERATIVAS DE ECONOMIA E CRï¿½DITO Mï¿½TUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	18539102	CHG-MERIDIAN DO BRASIL AM S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	16657210	CHLOE DTVM LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	2685483	CM CAPITAL MARKETS	2024-08-08 20:53:42.245131	1.0	Valid
S4	53263331	COBANSA CH S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	9512542	CODEPE CVC S.A.	2024-08-08 20:53:42.245131	1.0	Valid
S4	336036	COINVALORES	2024-08-08 20:53:42.245131	1.0	Valid
S4	460065	COLUNA S.A. DTVM	2024-08-08 20:53:42.245131	1.0	Valid
S4	23522214	COMMERZBANK BRASIL	2024-08-08 20:53:42.245131	1.0	Valid
S4	87091716	COMPANHIA PROVINCIA DE CREDITO IMOBILIARIO	2024-08-08 20:53:42.245131	1.0	Valid
S4	52904364	CONCORDIA SA CVMC COMMODITIES	2024-08-08 20:53:42.245131	1.0	Valid
S4	18287740	CONECTA CC LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	17635177	CONEXION CC LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	10398952	CONFEDERACAO NACIONAL DAS COOPERATIVAS CENTRAIS DE CREDITO E ECONOMIA FAMILIAR E SOLIDARIA - CONFESOL	2024-08-08 20:53:42.245131	1.0	Valid
S4	315557	CONFEDERAï¿½ï¿½O NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED'S - UNICRED DO BRASIL	2024-08-08 20:53:42.245131	1.0	Valid
S4	11703662	CONFIDENCE	2024-08-08 20:53:42.245131	1.0	Valid
S4	15168152	CONSEGTUR CC LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	95424891	COOPERATIVA   DE   CRï¿½DITO   DE  LIVRE  ADMISSï¿½O  DE  ASSOCIADOS DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	34148882	COOPERATIVA CENTRAL DE CRï¿½DITO DA BAHIA - SICOOB CENTRAL BA	2024-08-08 20:53:42.245131	1.0	Valid
S4	33416108	COOPERATIVA CENTRAL DE CRï¿½DITO DE GOIï¿½S LTDA	2024-08-08 20:53:42.245131	1.0	Valid
S4	33737818	COOPERATIVA CENTRAL DE CRï¿½DITO DE MATO GROSSO DO SUL, GOIï¿½S, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL	2024-08-08 20:53:42.245131	1.0	Valid
S4	25683434	COOPERATIVA CENTRAL DE CRï¿½DITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS	2024-08-08 20:53:42.245131	1.0	Valid
S4	80160260	COOPERATIVA CENTRAL DE CRï¿½DITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	33667205	COOPERATIVA CENTRAL DE CRï¿½DITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE	2024-08-08 20:53:42.245131	1.0	Valid
S4	32428294	COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES	2024-08-08 20:53:42.245131	1.0	Valid
S4	63917579	COOPERATIVA CENTRAL DE CRï¿½DITO DO ESTADO DE Sï¿½O PAULO - SICOOB Sï¿½O PAULO	2024-08-08 20:53:42.245131	1.0	Valid
S4	3502131	COOPERATIVA CENTRAL DE CRï¿½DITO DO NORTE DO BRASIL - SICOOB NORTE	2024-08-08 20:53:42.245131	1.0	Valid
S4	70119680	COOPERATIVA CENTRAL DE CRï¿½DITO DO NORTE/NORDESTE ï¿½ CENTRAL SICREDI NORTE/NORDESTE	2024-08-08 20:53:42.245131	1.0	Valid
S4	14568725	COOPERATIVA CENTRAL DE CRï¿½DITO DO RIO DE JANEIRO LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	4632856	COOPERATIVA CENTRAL DE CRï¿½DITO NOROESTE BRASILEIRO LTDA.	2024-08-08 20:53:42.245131	1.0	Valid
S4	21198087	COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAï¿½ï¿½O SOLIDï¿½RIA   CENTRAL CRESOL SICOPER	2024-08-08 20:53:42.245131	1.0	Valid
S4	1401771	COOPERATIVA CENTRAL DE CRï¿½DITO RURAL COM INTERAï¿½ï¿½O SOLIDï¿½RIA - CENTRAL CRESOL BASER	2024-08-08 20:53:42.245131	1.0	Valid
S4	7202627	COOPERATIVA CENTRAL DE CRï¿½DITO RURAL COM INTERAï¿½ï¿½O SOLIDï¿½RIA - CRESOL CENTRAL SC/RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	5463212	COOPERATIVA CENTRAL DE CRï¿½DITO URBANO - CECRED	2024-08-08 20:53:42.245131	1.0	Valid
S4	543968	COOPERATIVA CENTRAL DE ECONOMIA E CRï¿½DITO Mï¿½TUO DAS UNICREDï¿½S DE SANTA CATARINA E DO PARANï¿½ LTDA ï¿½ UNICRED CENTRAL SC/PR	2024-08-08 20:53:42.245131	1.0	Valid
S4	73085573	COOPERATIVA CENTRAL DE ECONOMIA E CRï¿½DITO Mï¿½TUO DAS UNICREDS DO ESTADO DE Sï¿½O PAULO - UNICRED CENTRAL SP	2024-08-08 20:53:42.245131	1.0	Valid
S4	86774775	COOPERATIVA CENTRAL DE ECONOMIA E CRï¿½DITO Mï¿½TUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT	2024-08-08 20:53:42.245131	1.0	Valid
S4	53935029	COOPERATIVA DE CRï¿½DITO COOCRELIVRE	2024-08-08 20:53:42.245131	1.0	Valid
S4	54037916	COOPERATIVA DE CREDITO CREDICITRUS	2024-08-08 20:53:42.245131	1.0	Valid
S4	67096909	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ALTA MOGIANA	2024-08-08 20:53:42.245131	1.0	Valid
S4	44469161	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DA REGIï¿½O DE GUARIBA	2024-08-08 20:53:42.245131	1.0	Valid
S4	25798596	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DA REGIï¿½O DE VARGINHA LTDA - SICOOB CREDIVAR	2024-08-08 20:53:42.245131	1.0	Valid
S4	87795639	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS ALIANï¿½A RS/SC - SICREDI ALIANï¿½A RS/SC	2024-08-08 20:53:42.245131	1.0	Valid
S4	87779625	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS ALTO JACUï¿½ - SICREDI ALTO JACUï¿½ RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	87733770	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC	2024-08-08 20:53:42.245131	1.0	Valid
S4	92555150	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC	2024-08-08 20:53:42.245131	1.0	Valid
S4	87900601	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS BOTUCARAï¿½ - SICREDI BOTUCARAï¿½ RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	88099247	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS CELEIRO - SICREDI CELEIRO RS/SC	2024-08-08 20:53:42.245131	1.0	Valid
S4	3566655	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE	2024-08-08 20:53:42.245131	1.0	Valid
S4	88471024	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS CENTRO LESTE - SICREDI CENTRO LESTE RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	95594941	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DA REGIï¿½O CENTRO DO RGS - SICREDI REGIï¿½O CENTRO	2024-08-08 20:53:42.245131	1.0	Valid
S4	89468565	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DA REGIï¿½O DA PRODUï¿½ï¿½O - SICREDI REGIï¿½O DA PRODUï¿½ï¿½O	2024-08-08 20:53:42.245131	1.0	Valid
S4	6332931	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DA REGIï¿½O SUDOESTE DE GOIï¿½S - SICREDI SUDOESTE GO	2024-08-08 20:53:42.245131	1.0	Valid
S4	90497256	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DA ZONA SUL - SICREDI ZONA SUL RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	87900411	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DE ESPUMOSO - SICREDI ESPUMOSO RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	89990501	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS	2024-08-08 20:53:42.245131	1.0	Valid
S4	33021064	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU	2024-08-08 20:53:42.245131	1.0	Valid
S4	26408161	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS	2024-08-08 20:53:42.245131	1.0	Valid
S4	10772401	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO NORDESTE DO PARï¿½ - SICREDI NORDESTE PA	2024-08-08 20:53:42.245131	1.0	Valid
S4	33022690	COOPERATIVA DE CREDITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO NOROESTE DE MATO GROSSO E ACRE - SICREDI NOROESTE MT E ACRE	2024-08-08 20:53:42.245131	1.0	Valid
S4	87780268	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC	2024-08-08 20:53:42.245131	1.0	Valid
S4	10736214	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL	2024-08-08 20:53:42.245131	1.0	Valid
S4	26549311	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO SUL DE MATO GROSSO - SICREDI SUL MT	2024-08-08 20:53:42.245131	1.0	Valid
S4	3793242	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO SUL DO ESTADO DE SANTA CATARINA   SICREDI SUL SC	2024-08-08 20:53:42.245131	1.0	Valid
S4	10348181	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO VALE DO ITAJAï¿½ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC	2024-08-08 20:53:42.245131	1.0	Valid
S4	70431630	COOPERATIVA DE CRï¿½DITO DE LIVRE ADMISSï¿½O DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO	2024-08-08 20:53:42.245131	1.0	Valid
